index_P,index_sent,full_word,lesks,lesks_name
39,7,DURUM- Start- Stocks- Production- Ttl- Supply- X- Domestic- Use- Exports- Total- Use- End- Stocks- Note- Season- begins- June,"[Synset('durum.n.01'), Synset('startle.n.01'), Synset('store.n.02'), Synset('production.n.06'), Synset('supply.v.01'), Synset('x.n.02'), Synset('domestic.s.05'), Synset('use.v.01'), Synset('export.v.02'), Synset('sum.n.02'), Synset('use.v.01'), Synset('goal.n.01'), Synset('store.n.02'), Synset('note.v.04'), Synset('season.n.03'), Synset('begin.v.10'), Synset('june.n.01')]","['durum.n.01', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01']"
39,8,X- Includes- Imports,"[Synset('x.n.02'), Synset('include.v.03'), Synset('spell.v.02')]","['x.n.02', 'include.v.03', 'spell.v.02']"
39,9,,[],[]
40,0,USDA- ESTIMATES- ARGENTINE- COARSE- GRAIN- WHEAT- U- Agriculture- Department- forecast- Argentina- coarse- grain- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('argentine.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('pale_yellow.n.01'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('prognosis.n.01'), Synset('argentina.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'argentine.n.01', 'coarse.s.03', 'texture.n.05', 'pale_yellow.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'argentina.n.01', 'coarse.s.03', 'texture.n.05', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
40,1,estimated- crop- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
40,2,USDA- forecast- Argentina- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month- crop- projected- mln- tonnes- vs- mln- last- month,"[Synset('department_of_agriculture.n.01'), Synset('prognosis.n.01'), Synset('argentina.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('crop.v.05'), Synset('project.v.06'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'prognosis.n.01', 'argentina.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'crop.v.05', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
40,3,USDA- forecast- Argentine- coarse- grain- exports- mln- tonnes- vs- mln- tonnes- last- month- projected- exports- mln- tonnes- vs- mln- last- month,"[Synset('department_of_agriculture.n.01'), Synset('prognosis.n.01'), Synset('argentine.n.01'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('export.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('project.v.06'), Synset('export.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'prognosis.n.01', 'argentine.n.01', 'coarse.s.03', 'texture.n.05', 'export.v.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'project.v.06', 'export.v.02', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
40,4,,[],[]
41,0,USDA- ESTIMATES- AUSTRALIA- WHEAT- CROP- U- Agriculture- Department- forecast- Australia- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('australia.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('prognosis.n.01'), Synset('australia.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
41,1,estimated- output- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('output.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
41,2,Australian- wheat- exports- forecast- mln- tonnes- vs- mln- tonnes- last- month- exports- estimated- mln- tonnes- vs- mln- last- month,"[Synset('australian.n.01'), Synset('pale_yellow.n.01'), Synset('export.v.02'), Synset('prognosis.n.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('export.v.02'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['australian.n.01', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
41,3,,[],[]
42,0,USDA- ESTIMATES- CHINA- WHEAT- U- Agriculture- Department- projected- China- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('taiwan.n.01'), Synset('pale_yellow.n.01'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('project.v.06'), Synset('taiwan.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'taiwan.n.01', 'pale_yellow.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'project.v.06', 'taiwan.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
42,1,estimated- crop- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
42,2,USDA- projected- China- wheat- imports- mln- tonnes- vs- mln- tonnes- last- month- estimated- imports- mln- tonnes- vs- mln- last- month,"[Synset('department_of_agriculture.n.01'), Synset('project.v.06'), Synset('taiwan.n.01'), Synset('pale_yellow.n.01'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('estimate.v.01'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'project.v.06', 'taiwan.n.01', 'pale_yellow.n.01', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'estimate.v.01', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
42,3,,[],[]
43,0,USDA- ESTIMATES- CANADIAN- CROPS- U- Agriculture- Department- estimated- Canada- wheat- crop- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('department_of_agriculture.n.01'), Synset('estimate.n.05'), Synset('canadian.n.02'), Synset('crop.v.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('estimate.v.01'), Synset('canada.n.01'), Synset('pale_yellow.n.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['department_of_agriculture.n.01', 'estimate.n.05', 'canadian.n.02', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'estimate.v.01', 'canada.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
43,1,estimated- output- mln- tonnes- vs- mln- last- month,"[Synset('estimate.v.01'), Synset('output.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
43,2,Canadian- coarse- grain- production- projected- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('canadian.n.02'), Synset('coarse.s.03'), Synset('texture.n.05'), Synset('production.n.06'), Synset('project.v.06'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['canadian.n.02', 'coarse.s.03', 'texture.n.05', 'production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
43,3,Production- estimated- mln- tonnes- vs- mln- last- month,"[Synset('production.n.06'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['production.n.06', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
43,4,Canadian- wheat- exports- forecast- mln- tonnes- vs- mln- tonnes- last- month,"[Synset('canadian.n.02'), Synset('pale_yellow.n.01'), Synset('export.v.02'), Synset('prognosis.n.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['canadian.n.02', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02']"
43,5,Exports- estimated- mln- tonnes- vs- mln- last- month,"[Synset('export.v.02'), Synset('estimate.v.01'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('last.v.01'), Synset('month.n.02')]","['export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02']"
43,6,,[],[]
44,0,NET- CHANGE- EXPORT- COMMITMENTS- USDA- U- Agriculture- Department- gave- net- change- export- commitments- including- sales- cancellations- foreign- purchases- cumulative- exports- current- seasons- week- ended- April- comparisons- follows- tonnes- except- noted- Prev- Week- Wheat- Corn- Soybeans- Soy- Cake- Meal- Soybean- Oil- x- Cotton- x- minus- total,"[Synset('web.v.01'), Synset('variety.n.06'), Synset('export.v.02'), Synset('commitment.n.05'), Synset('department_of_agriculture.n.01'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('give.v.43'), Synset('web.v.01'), Synset('variety.n.06'), Synset('export.v.02'), Synset('commitment.n.05'), Synset('include.v.03'), Synset('sale.n.05'), Synset('cancellation.n.02'), Synset('foreign.a.02'), Synset('purchase.n.03'), Synset('accumulative.s.01'), Synset('export.v.02'), Synset('current.n.02'), Synset('season.n.03'), Synset('workweek.n.01'), Synset('end.v.01'), Synset('april.n.01'), Synset('comparison.n.03'), Synset('take_after.v.02'), Synset('metric_ton.n.01'), Synset('exclude.v.01'), Synset('note.v.04'), Synset('workweek.n.01'), Synset('pale_yellow.n.01'), Synset('corn_whiskey.n.01'), Synset('soy.n.04'), Synset('soy.n.04'), Synset('coat.v.03'), Synset('meal.n.03'), Synset('soy.n.04'), Synset('vegetable_oil.n.01'), Synset('x.n.02'), Synset('cotton.v.01'), Synset('x.n.02'), Synset('minus.a.01'), Synset('sum.n.02')]","['web.v.01', 'variety.n.06', 'export.v.02', 'commitment.n.05', 'department_of_agriculture.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'give.v.43', 'web.v.01', 'variety.n.06', 'export.v.02', 'commitment.n.05', 'include.v.03', 'sale.n.05', 'cancellation.n.02', 'foreign.a.02', 'purchase.n.03', 'accumulative.s.01', 'export.v.02', 'current.n.02', 'season.n.03', 'workweek.n.01', 'end.v.01', 'april.n.01', 'comparison.n.03', 'take_after.v.02', 'metric_ton.n.01', 'exclude.v.01', 'note.v.04', 'workweek.n.01', 'pale_yellow.n.01', 'corn_whiskey.n.01', 'soy.n.04', 'soy.n.04', 'coat.v.03', 'meal.n.03', 'soy.n.04', 'vegetable_oil.n.01', 'x.n.02', 'cotton.v.01', 'x.n.02', 'minus.a.01', 'sum.n.02']"
44,1,running- bales,"[Synset('track.n.11'), Synset('basel.n.01')]","['track.n.11', 'basel.n.01']"
44,2,indicated- totals- include- reported- commitments- named- unnamed- destinations- sales- exporters- account- optional- origin- sales- plus- actual- exports- already- made- respective- marketing- seasons,"[Synset('indicate.v.02'), Synset('sum.n.02'), Synset('include.v.03'), Synset('reported.a.01'), Synset('commitment.n.05'), Synset('name.v.03'), Synset('nameless.s.01'), Synset('finish.n.04'), Synset('sale.n.05'), Synset('exporter.n.01'), Synset('report.n.03'), Synset('optional.a.01'), Synset('origin.n.03'), Synset('sale.n.05'), Synset('plus.a.01'), Synset('actual.s.05'), Synset('export.v.02'), Synset('already.r.01'), Synset('take.v.27'), Synset('respective.s.01'), Synset('marketing.n.03'), Synset('season.n.03')]","['indicate.v.02', 'sum.n.02', 'include.v.03', 'reported.a.01', 'commitment.n.05', 'name.v.03', 'nameless.s.01', 'finish.n.04', 'sale.n.05', 'exporter.n.01', 'report.n.03', 'optional.a.01', 'origin.n.03', 'sale.n.05', 'plus.a.01', 'actual.s.05', 'export.v.02', 'already.r.01', 'take.v.27', 'respective.s.01', 'marketing.n.03', 'season.n.03']"
44,3,USDA- cautions- reported- outstanding- sales- subject- modification- deferral- cancellation- unlikely- reported- quantities- exported,"[Synset('department_of_agriculture.n.01'), Synset('caution.n.02'), Synset('reported.a.01'), Synset('outstanding.s.03'), Synset('sale.n.05'), Synset('subject.n.08'), Synset('modification.n.03'), Synset('postponement.n.02'), Synset('cancellation.n.02'), Synset('improbable.s.02'), Synset('reported.a.01'), Synset('quantity.n.03'), Synset('export.v.02')]","['department_of_agriculture.n.01', 'caution.n.02', 'reported.a.01', 'outstanding.s.03', 'sale.n.05', 'subject.n.08', 'modification.n.03', 'postponement.n.02', 'cancellation.n.02', 'improbable.s.02', 'reported.a.01', 'quantity.n.03', 'export.v.02']"
44,4,USDA- gave- detailed- breakdowns- seasons- follows- thousand- tonnes- unless- stated- Firm- sales- declared- destination,"[Synset('department_of_agriculture.n.01'), Synset('give.v.43'), Synset('detail.v.02'), Synset('breakdown.n.03'), Synset('season.n.03'), Synset('take_after.v.02'), Synset('thousand.s.01'), Synset('metric_ton.n.01'), Synset('express.v.04'), Synset('firm.s.05'), Synset('sale.n.05'), Synset('declare.v.07'), Synset('finish.n.04')]","['department_of_agriculture.n.01', 'give.v.43', 'detail.v.02', 'breakdown.n.03', 'season.n.03', 'take_after.v.02', 'thousand.s.01', 'metric_ton.n.01', 'express.v.04', 'firm.s.05', 'sale.n.05', 'declare.v.07', 'finish.n.04']"
44,5,B- Ultimate- destination- yet- declared,"[Synset('b-complex_vitamin.n.01'), Synset('ultimate.s.02'), Synset('finish.n.04'), Synset('so_far.r.03'), Synset('declare.v.07')]","['b-complex_vitamin.n.01', 'ultimate.s.02', 'finish.n.04', 'so_far.r.03', 'declare.v.07']"
44,6,C- Sales- made- exporters- account,"[Synset('vitamin_c.n.01'), Synset('sale.n.05'), Synset('take.v.27'), Synset('exporter.n.01'), Synset('report.n.03')]","['vitamin_c.n.01', 'sale.n.05', 'take.v.27', 'exporter.n.01', 'report.n.03']"
44,7,Exporter- holds- option- fill- commitment- supplies- origins- U- E- Accumulated- exports- since- season- began- based- data- reported- exporters,"[Synset('exporter.n.01'), Synset('keep.v.01'), Synset('option.n.02'), Synset('meet.v.04'), Synset('commitment.n.05'), Synset('supply.v.01'), Synset('origin.n.03'), Synset('uranium.n.01'), Synset('vitamin_e.n.01'), Synset('roll_up.v.02'), Synset('export.v.02'), Synset('season.n.03'), Synset('begin.v.10'), Synset('establish.v.08'), Synset('data.n.01'), Synset('reported.a.01'), Synset('exporter.n.01')]","['exporter.n.01', 'keep.v.01', 'option.n.02', 'meet.v.04', 'commitment.n.05', 'supply.v.01', 'origin.n.03', 'uranium.n.01', 'vitamin_e.n.01', 'roll_up.v.02', 'export.v.02', 'season.n.03', 'begin.v.10', 'establish.v.08', 'data.n.01', 'reported.a.01', 'exporter.n.01']"
44,8,F- Indicated- total- season,"[Synset('fluorine.n.01'), Synset('indicate.v.02'), Synset('sum.n.02'), Synset('season.n.03')]","['fluorine.n.01', 'indicate.v.02', 'sum.n.02', 'season.n.03']"
44,9,G- USDA- projected- exports- season,"[Synset('guanine.n.01'), Synset('department_of_agriculture.n.01'), Synset('project.v.06'), Synset('export.v.02'), Synset('season.n.03')]","['guanine.n.01', 'department_of_agriculture.n.01', 'project.v.06', 'export.v.02', 'season.n.03']"
44,10,Note- Totals- may- add- due- rounding,"[Synset('note.v.04'), Synset('sum.n.02'), Synset('whitethorn.n.01'), Synset('lend.v.01'), Synset('due.n.02'), Synset('rounding.n.01')]","['note.v.04', 'sum.n.02', 'whitethorn.n.01', 'lend.v.01', 'due.n.02', 'rounding.n.01']"
44,11,WHEAT- Prev- Wk- Prev- Wk- Named- Unnamed- B- E- C- nil- nil- P- nil- nil- nil- nil- Gr- Total- Ay- Expd- E- Ind- Ttl- F- USDAPRJ- G- SOYBEANS- Prev- Wk- Prev- Wk- Named- Unnamed- B- nil- E- C- nil- nil- P- nil- nil- nil- nil- Gr- Total- Ay- Expd- E- Ind- Ttl- F- USDAPRJ- G- CORN- Prev- Wk- Prev- WK- Named- Unnamed- B- nil- nil- E- C- nil- nil- P- nil- nil- Gr- Total- Ay- Expd- E- Ind- Ttl- F- USDAPRJ- G- SORGHUM- Prev- Wk- Prev- WK- Named- nil- nil- Unnamed- B- x- nil- E- C- nil- nil- nil- nil- P- nil- nil- Gr- Total- x- nil- Ay- Expd- E- Ind- Ttl- F- USDAPRJ- G- x- minus- total- WHEAT- PRODUCTS- Prev- Wk- Prev- Wk- Named- nil- nil- Unnamed- B- nil- nil- nil- nil- E- C- nil- nil- nil- nil- P- nil- nil- nil- nil- Gr- Total- nil- nil- Ay- Expd- E- Ind- Ttl- F- Note- Includes- bulgur- semolina- farina- rolled- cracked- crushed- wheat,"[Synset('pale_yellow.n.01'), Synset('name.v.03'), Synset('nameless.s.01'), Synset('b-complex_vitamin.n.01'), Synset('vitamin_e.n.01'), Synset('coulomb.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('phosphorus.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('sum.n.02'), Synset('vitamin_e.n.01'), Synset('farad.n.01'), Synset('guanine.n.01'), Synset('soy.n.04'), Synset('name.v.03'), Synset('nameless.s.01'), Synset('b-complex_vitamin.n.01'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('coulomb.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('phosphorus.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('sum.n.02'), Synset('vitamin_e.n.01'), Synset('farad.n.01'), Synset('guanine.n.01'), Synset('corn_whiskey.n.01'), Synset('name.v.03'), Synset('nameless.s.01'), Synset('b-complex_vitamin.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('coulomb.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('phosphorus.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('sum.n.02'), Synset('vitamin_e.n.01'), Synset('farad.n.01'), Synset('guanine.n.01'), Synset('sorghum.n.03'), Synset('name.v.03'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nameless.s.01'), Synset('b-complex_vitamin.n.01'), Synset('x.n.02'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('coulomb.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('phosphorus.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('sum.n.02'), Synset('x.n.02'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('farad.n.01'), Synset('guanine.n.01'), Synset('x.n.02'), Synset('minus.a.01'), Synset('sum.n.02'), Synset('pale_yellow.n.01'), Synset('product.n.05'), Synset('name.v.03'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nameless.s.01'), Synset('b-complex_vitamin.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('coulomb.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('phosphorus.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('sum.n.02'), Synset('nothing.n.01'), Synset('nothing.n.01'), Synset('vitamin_e.n.01'), Synset('farad.n.01'), Synset('note.v.04'), Synset('include.v.03'), Synset('bulgur.n.01'), Synset('semolina.n.01'), Synset('farina.n.01'), Synset('wheel.v.03'), Synset('snap.v.06'), Synset('crushed.s.01'), Synset('pale_yellow.n.01')]","['pale_yellow.n.01', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'soy.n.04', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'corn_whiskey.n.01', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'sorghum.n.03', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'x.n.02', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'x.n.02', 'nothing.n.01', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'x.n.02', 'minus.a.01', 'sum.n.02', 'pale_yellow.n.01', 'product.n.05', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'farad.n.01', 'note.v.04', 'include.v.03', 'bulgur.n.01', 'semolina.n.01', 'farina.n.01', 'wheel.v.03', 'snap.v.06', 'crushed.s.01', 'pale_yellow.n.01']"
